execution,epoch,train_loss,val_loss,val_acc,time,zero_relu_call,total_relu_call
1,1,1.5435456175070543,0.7569341195954217,0.7026111111111111,14.89846682548523,0,0
1,2,0.7012684306205,0.633132643169827,0.763,14.121582746505737,0,0
1,3,0.588810988718194,0.5389239192008972,0.7998888888888889,12.935709238052368,0,0
1,4,0.5171809515831404,0.49442873729599846,0.8118333333333333,13.887543201446533,0,0
1,5,0.4691775859832219,0.45139868060747784,0.8351111111111111,12.927217960357666,0,0
1,6,0.4307149638565823,0.41658346354961395,0.8477777777777777,13.78881025314331,0,0
1,7,0.4038438164265167,0.3925667785935932,0.8616666666666667,15.349733591079712,0,0
1,8,0.38340120353457224,0.3696913967529933,0.8678888888888889,15.208896160125732,0,0
1,9,0.36432551594858215,0.36610553827550674,0.8690555555555556,14.838449001312256,0,0
1,10,0.3505606161542549,0.355895953045951,0.8723333333333333,15.789934635162354,0,0
1,11,0.3347050065638587,0.3469121042225096,0.8762222222222222,14.883902788162231,0,0
1,12,0.32567679324816495,0.3496367384990056,0.8728333333333333,14.784976720809937,0,0
1,13,0.31569668402936474,0.3325789388683107,0.8796111111111111,15.757387638092041,0,0
1,14,0.30441972966570485,0.3266102837191688,0.8828333333333334,14.847167015075684,0,0
1,15,0.2971357904085201,0.3231914308336046,0.8832222222222222,14.81983494758606,0,0
1,16,0.2866826751138178,0.32802510758241016,0.8818333333333334,13.26421332359314,0,0
1,17,0.2811565380642774,0.31483768423398334,0.8855,15.519901037216187,0,0
1,18,0.2748162351032295,0.31550629768106675,0.8892222222222222,14.829493045806885,0,0
1,19,0.2669833574305031,0.32046869066026473,0.8835,14.925661563873291,0,0
1,20,0.26087789470152556,0.3202982114420997,0.8838888888888888,15.939317226409912,0,0
1,21,0.2563710584016538,0.3081013295385573,0.8871111111111111,14.82552194595337,0,0
1,22,0.2494679904824459,0.29144424613979125,0.8952777777777777,15.454103708267212,0,0
1,23,0.24393736014266051,0.3014686902364095,0.8942777777777777,15.514477252960205,0,0
1,24,0.24005693458559763,0.3056579993830787,0.8903888888888889,15.735195875167847,0,0
1,25,0.23754898697047042,0.28253122170766193,0.8978333333333334,15.664568662643433,0,0
1,26,0.23196392466923432,0.2877360979715983,0.8968333333333334,15.306969165802002,0,0
1,27,0.2262564277360095,0.28794652058018577,0.8987777777777778,14.860615253448486,0,0
1,28,0.22084558792469025,0.28801318920320934,0.8961111111111111,14.805894374847412,0,0
1,29,0.2192182248317823,0.3022596107588874,0.8918888888888888,14.83178186416626,0,0
1,30,0.2124198876599365,0.2754181648294131,0.9017222222222222,14.842174768447876,0,0
1,31,0.20792786176802316,0.28034869995382095,0.9028888888888889,14.774789094924927,0,0
1,32,0.20891432443552815,0.27578748100333744,0.9025555555555556,15.056242227554321,0,0
1,33,0.20122200424264428,0.27383141881889767,0.9027777777777778,14.865432739257812,0,0
1,34,0.1978810559688682,0.28318073517746395,0.9027777777777778,14.3792142868042,0,0
1,35,0.19490609035287434,0.2890257206228044,0.9004444444444445,12.829530477523804,0,0
1,36,0.19077521080529972,0.2795238569378853,0.9021666666666667,12.904214143753052,0,0
1,37,0.18594561597957968,0.27427106350660324,0.9025555555555556,13.15726637840271,0,0
1,38,0.18537409987189982,0.2755308540330993,0.9025555555555556,12.806662559509277,0,0
1,39,0.18103279733657268,0.2733756775657336,0.9045,13.273608446121216,0,0
1,40,0.1755102001568934,0.2937582963042789,0.9004444444444445,12.844587326049805,0,0
1,41,0.17262951632917653,0.27071300480100846,0.907,12.813524723052979,0,0
1,42,0.17148125864443373,0.27173541486263275,0.9065555555555556,12.885503768920898,0,0
1,43,0.1690000621836011,0.33249707520008087,0.888,12.894463062286377,0,0
1,44,0.16283083930668354,0.2931663832730717,0.9042777777777777,13.070728778839111,0,0
1,45,0.1609827508066085,0.3053145243061913,0.8973888888888889,15.165466785430908,0,0
1,46,0.15715295535505885,0.2815043189459377,0.9067777777777778,14.382624387741089,0,0
1,47,0.15546788100539072,0.29428546792931026,0.9023888888888889,12.820314884185791,0,0
1,48,0.15238283683530993,0.30033110247717965,0.9009444444444444,12.873455047607422,0,0
1,49,0.1518143051462099,0.2840280789468024,0.9036666666666666,12.846196174621582,0,0
1,50,0.14511189070301128,0.28891592886712814,0.9026111111111111,14.752781867980957,0,0
1,-1,,0.2835182875394821,0.9039,1.7338252067565918,0,0
2,1,1.7407299178253124,0.8158326678805881,0.6993333333333334,14.847353219985962,0,0
2,2,0.7253532578767209,0.6899844573603736,0.7286111111111111,14.075319766998291,0,0
2,3,0.6132789862264865,0.5693442987071143,0.7947222222222222,12.806114435195923,0,0
2,4,0.5385945329821391,0.5074140131473541,0.8160555555555555,13.531177043914795,0,0
2,5,0.4761837639385566,0.46717650526099735,0.8318888888888889,13.112271785736084,0,0
2,6,0.43877336200715383,0.41879815856615704,0.8500555555555556,13.686059713363647,0,0
2,7,0.407329475162416,0.3932952466938231,0.8602222222222222,12.869156837463379,0,0
2,8,0.3824534258448433,0.36742325954967076,0.8705,12.883755922317505,0,0
2,9,0.3638599710815614,0.3763100090954039,0.8685,15.489354133605957,0,0
2,10,0.34804029720753815,0.34266049332088894,0.8762777777777778,14.919938087463379,0,0
2,11,0.3360889260086138,0.3389576706621382,0.878,14.854812383651733,0,0
2,12,0.32460303941382673,0.34023598002062905,0.88,14.832528114318848,0,0
2,13,0.31407422584290734,0.3492530865801705,0.8752777777777778,14.966480493545532,0,0
2,14,0.30418715314472894,0.3214787592490514,0.8831666666666667,14.838797807693481,0,0
2,15,0.29727627271722495,0.3134783340824975,0.8883333333333333,14.840990543365479,0,0
2,16,0.290664083047033,0.30762602885564166,0.8892777777777777,14.933448791503906,0,0
2,17,0.28262889706965905,0.3039044075542026,0.8918888888888888,15.952229022979736,0,0
2,18,0.27613777274610607,0.3141334106524785,0.886,15.047319650650024,0,0
2,19,0.27152236843281635,0.30067942870987785,0.8912222222222222,14.821157455444336,0,0
2,20,0.26413961513264433,0.2953098913033803,0.8965,14.814692974090576,0,0
2,21,0.2595062026440507,0.2994268337885539,0.8933888888888889,12.855151176452637,0,0
2,22,0.2538143691634483,0.29147207074695164,0.8951666666666667,12.834226369857788,0,0
2,23,0.24795804075153385,0.2814904550711314,0.8987777777777778,13.161156415939331,0,0
2,24,0.24366057862478727,0.29863423771328396,0.8926111111111111,12.721802234649658,0,0
2,25,0.23849072135269914,0.30317534506320953,0.8913333333333333,12.733216524124146,0,0
2,26,0.23675722884892372,0.28661855227417415,0.8976666666666666,13.525225400924683,0,0
2,27,0.22951834919661715,0.27656374540593887,0.9010555555555556,13.253071784973145,0,0
2,28,0.22573927415553297,0.27988624655538136,0.8991666666666667,12.701578378677368,0,0
2,29,0.22252420142792328,0.28170711050430935,0.9001666666666667,13.010964155197144,0,0
2,30,0.21874573376662435,0.2872593295243051,0.8980555555555556,12.801506042480469,0,0
