execution,epoch,train_loss,val_loss,val_acc,time,zero_relu_call,total_relu_call
1,1,2.3033867881031136,2.3029504087236194,0.09855555555555555,17.19096875190735,0,0
1,2,2.3026345493406715,2.3028647104899087,0.09794444444444445,17.181756019592285,0,0
1,3,2.302549266488336,2.3026650746663413,0.09627777777777778,15.46491813659668,0,0
1,4,2.3024531823482937,2.3026124371422663,0.09627777777777778,15.148796558380127,0,0
1,5,2.3023566565982096,2.302515890863207,0.09627777777777778,15.397733688354492,0,0
1,6,2.302195662137487,2.3022216161092124,0.09627777777777778,15.489232301712036,0,0
1,7,2.3018327565567236,2.3017092016008167,0.09794444444444445,15.372337102890015,0,0
1,8,2.300946568498517,2.3001806338628135,0.18205555555555555,15.346172094345093,0,0
1,9,2.2954780523412026,2.283077504899767,0.3106111111111111,15.440647840499878,0,0
1,10,1.3518805145445618,0.7711394296752082,0.6953333333333334,15.311338901519775,0,0
1,11,0.6774477317577451,0.6020064850648245,0.7798333333333334,15.599440097808838,0,0
1,12,0.5617274476863552,0.511209088895056,0.8127777777777778,15.294600009918213,0,0
1,13,0.4892491384523567,0.46928022305170697,0.8293888888888888,15.39388632774353,0,0
1,14,0.4485911713673337,0.4253667891025543,0.8457222222222223,15.359458208084106,0,0
1,15,0.42004201510142297,0.4160924139950011,0.8492777777777778,15.30702519416809,0,0
1,16,0.4011362710370422,0.4039063702027003,0.8557222222222223,15.3267982006073,0,0
1,17,0.38300064610145695,0.3679427338971032,0.8663333333333333,15.2408607006073,0,0
1,18,0.36672957248911997,0.37866558962398106,0.8617222222222222,15.30182147026062,0,0
1,19,0.3560104906411454,0.367825276321835,0.8652222222222222,15.268900394439697,0,0
1,20,0.34325788183717987,0.3526196579138438,0.8694444444444445,15.449498414993286,0,0
1,21,0.33219322621515934,0.36856456763214535,0.865,15.3085298538208,0,0
1,22,0.32638348158951125,0.33583496510982513,0.88,15.31145429611206,0,0
1,23,0.31700837553705047,0.344004578060574,0.8748888888888889,15.533813238143921,0,0
1,24,0.3104088416767093,0.3362015187740326,0.8791111111111111,15.290817260742188,0,0
1,25,0.304120865400089,0.34605656729804146,0.8765,15.317620277404785,0,0
1,26,0.29724705282539154,0.3225785543521245,0.8842777777777778,15.295647144317627,0,0
1,27,0.28915468237369185,0.3182082176208496,0.8865,15.328909397125244,0,0
1,28,0.2823874923228219,0.32009416984187233,0.8845555555555555,15.233186483383179,0,0
1,29,0.27791496879802075,0.3227819800376892,0.8856111111111111,15.228546380996704,0,0
1,30,0.27074060390752325,0.31360287964344025,0.8881666666666667,15.252070188522339,0,0
1,31,0.2674786623933346,0.3123134904437595,0.8872222222222222,15.245112419128418,0,0
1,32,0.2620838597553065,0.32177501751316917,0.881,15.27516770362854,0,0
1,33,0.2550018351420091,0.3087155653370751,0.8873888888888889,15.185025453567505,0,0
1,34,0.25008854158194305,0.30361831850475735,0.8933333333333333,15.237079381942749,0,0
1,35,0.24743325270496747,0.3019591238763597,0.8925,15.507396459579468,0,0
