execution,epoch,train_loss,val_loss,val_acc,time,zero_relu_call,total_relu_call
1,1,0.8713502185497226,0.48414970603254104,0.8270555555555555,85.06078910827637,53,1155840000
1,2,0.4551587378023148,0.3891722295019362,0.8587777777777778,84.7995080947876,39,1155840000
1,3,0.39475579402052713,0.3500038699971305,0.8705555555555555,86.24885630607605,48,1155840000
1,4,0.35653657445745074,0.34207873543103534,0.8755,90.02053570747375,38,1155840000
1,5,0.3318046151524905,0.32964889374044204,0.8794444444444445,88.42187976837158,44,1155840000
1,6,0.31183599143573465,0.30657653510570526,0.8841111111111111,88.19819068908691,49,1155840000
1,7,0.29522892421924335,0.32324423558182186,0.8821666666666667,88.61244034767151,166,1155840000
1,8,0.2804443232221451,0.3185267100731532,0.8803333333333333,88.11776113510132,44,1155840000
1,9,0.2682942910302893,0.30632490995857453,0.8847222222222222,89.49290370941162,49,1155840000
1,10,0.25974852999463754,0.30689502093527055,0.8881111111111111,88.223464012146,40,1155840000
1,11,0.2522368939240199,0.2938884016540315,0.8882222222222222,88.75827670097351,56,1155840000
1,12,0.24270021424452176,0.2999008033010695,0.8888333333333334,88.10871696472168,45,1155840000
1,13,0.23419125360541007,0.3002397310402658,0.8868333333333334,88.29381155967712,55,1155840000
1,14,0.22641473508639273,0.3042704115311305,0.8886666666666667,89.87802743911743,54,1155840000
1,15,0.21869994704920148,0.30469077825546265,0.888,89.83851361274719,51,1155840000
1,16,0.21345092976992128,0.29434267514281803,0.8942222222222223,89.33672332763672,48,1155840000
1,17,0.20909766800224963,0.32435193326738143,0.8846666666666667,88.03092193603516,47,1155840000
1,18,0.2006965827406792,0.30821725726127625,0.8883333333333333,88.37891411781311,38,1155840000
1,19,0.19605648329641787,0.30513038403458065,0.8896666666666667,88.09119486808777,38,1155840000
1,20,0.19044877741392205,0.3092483464214537,0.8866111111111111,88.31887602806091,47,1155840000
1,21,0.18301167650331274,0.31015943984190625,0.8921666666666667,88.46397829055786,40,1155840000
1,22,0.1805525092352735,0.34330057601133984,0.8842777777777778,88.26684212684631,60,1155840000
1,23,0.17202716396365425,0.3254594670401679,0.8908888888888888,88.2761287689209,43,1155840000
1,24,0.1725525144162756,0.3389599190817939,0.8821111111111111,88.46209740638733,81,1155840000
1,25,0.1628994498336624,0.3271675474113888,0.8900555555555556,88.21380734443665,57,1155840000
1,26,0.16209901121827316,0.3193124069107903,0.8905555555555555,88.18289041519165,62,1155840000
1,27,0.15676511420037736,0.3295623693201277,0.8936111111111111,88.19306302070618,48,1155840000
1,28,0.15120335925166173,0.3227105124129189,0.8911666666666667,88.45631957054138,50,1155840000
1,29,0.14766891772794252,0.33195650080839795,0.8904444444444445,89.25573062896729,43,1155840000
1,30,0.14458053422381043,0.33729827735159135,0.8896666666666667,88.67048048973083,49,1155840000
1,31,0.14409730236861013,0.33603495690557694,0.8882222222222222,88.51624011993408,185,1155840000
1,32,0.14229854508583284,0.35501133236620164,0.8859444444444444,88.51622033119202,50,1155840000
1,33,0.13257723743903188,0.3434385425514645,0.8898333333333334,88.08512043952942,46,1155840000
1,34,0.12940554511935506,0.359964970085356,0.8881111111111111,88.13528060913086,36,1155840000
1,35,0.1268757105097799,0.3625504689084159,0.8900555555555556,88.31630492210388,50,1155840000
1,36,0.12643109245604559,0.35427891711393994,0.891,90.00838088989258,50,1155840000
1,37,0.12434461437980024,0.36494838694731396,0.8922222222222222,88.20898222923279,60,1155840000
1,38,0.12269683074779235,0.35428784953223336,0.8900555555555556,88.28588128089905,47,1155840000
1,39,0.11687647223597433,0.34306592411465114,0.8929444444444444,88.7781674861908,45,1155840000
1,40,0.11489823927481496,0.35880639486842686,0.8887777777777778,88.08305501937866,63,1155840000
1,41,0.11206476293257399,0.3572048031621509,0.8918333333333334,89.06596851348877,45,1155840000
1,42,0.11198805944401109,0.36279066734843785,0.8884444444444445,87.89064979553223,50,1155840000
1,43,0.10532420444758346,0.36921218699879116,0.8928888888888888,88.77363634109497,46,1155840000
1,44,0.10636061614770116,0.37272418042023975,0.8897777777777778,87.8895583152771,43,1155840000
1,45,0.10138177414909176,0.3731633697946866,0.8872222222222222,88.34718227386475,48,1155840000
1,46,0.09904228302282023,0.38408633569876355,0.8901666666666667,87.70036053657532,45,1155840000
1,47,0.09349582400896445,0.40605251159932876,0.8816666666666667,87.78399682044983,51,1155840000
1,48,0.09864080322924818,0.3854991098244985,0.8876666666666667,88.01872849464417,45,1155840000
1,49,0.09292777848532119,0.37936309145556557,0.8901111111111111,88.20187425613403,60,1155840000
1,50,0.09124072919932555,0.3974655866622925,0.8866666666666667,85.81921362876892,46,1155840000
1,-1,,0.3251886874437332,0.8821,2.078401803970337,0,0
